125	4639	post	6	43
125	4640	post	2	43
125	4640	post	4	43
125	4701	post	10	1
125	6630	post	16	1
125	6632	post	17	175
125	7432	post	25	1
125	7434	post	26	197
125	7858	post	30	1
125	7859	post	31	165
125	30488	post	16	1
125	30492	post	25	1
125	30532	post	16	1
125	30533	post	15	58
125	30534	post	17	175
125	30555	post	25	1
125	30557	post	15	58
125	30557	post	26	197
125	31719	post	30	1
125	31739	post	30	1
125	31740	post	15	58
125	31740	post	31	165
125	38429	post	38	1
125	38430	post	39	160
125	38542	post	43	1
125	38543	post	44	158
125	38611	post	48	1
125	38612	post	49	160
125	38677	post	53	1
125	38678	post	54	158
125	38737	post	58	1
125	38738	post	59	160
125	38797	post	63	1
125	38798	post	64	158
125	38866	post	70	1
125	38866	post	71	160
125	38923	post	75	1
125	38924	post	76	160
125	39001	post	81	1
125	39001	post	83	160
125	39010	post	38	1
125	39073	post	58	1
125	39096	post	88	1
125	39097	post	89	160
125	39101	post	58	1
125	39103	post	15	58
125	39103	post	59	160
125	39104	post	43	1
125	39130	post	43	1
125	39131	post	15	58
125	39131	post	44	158
125	39132	post	63	1
125	39190	post	63	1
125	39191	post	15	58
125	39192	post	64	158
125	39194	post	70	1
125	39249	post	70	1
125	39251	post	15	58
125	39294	post	71	160
125	39295	post	75	1
125	39306	post	98	1
125	39307	post	99	160
125	39321	post	75	1
125	39322	post	15	58
125	39323	post	76	160
125	39324	post	38	1
125	39430	post	104	1
125	39431	post	105	160
125	39578	post	109	1
125	39578	post	110	158
125	39693	post	114	1
125	39693	post	115	158
125	39806	post	120	1
125	39807	post	121	158
125	39929	post	126	1
125	39930	post	127	158
125	40055	post	132	1
125	40055	post	134	158
125	40184	post	138	1
125	40185	post	139	158
125	40300	post	144	1
125	40301	post	145	158
125	40415	post	38	1
125	40416	post	15	58
125	40417	post	53	1
125	40417	post	39	160
125	40422	post	149	1
125	40422	post	150	160
125	40481	post	53	1
125	40482	post	15	58
125	40482	post	54	158
125	40484	post	48	1
125	40554	post	156	1
125	40555	post	157	160
125	40559	post	48	1
125	40560	post	15	58
125	40560	post	49	160
125	40566	post	104	1
125	40661	post	104	1
125	40662	post	15	58
125	40662	post	105	160
125	40665	post	98	1
125	40702	post	98	1
125	40704	post	15	58
125	40705	post	99	160
125	40705	post	81	1
125	40729	post	162	1
125	40731	post	163	160
125	40780	post	81	1
125	40782	post	15	58
125	40782	post	88	1
125	40782	post	83	160
125	40812	post	114	1
125	40840	post	88	1
125	40841	post	15	58
125	40841	post	89	160
125	40842	post	120	1
125	40864	post	120	1
125	40865	post	15	58
125	40865	post	121	158
125	40868	post	109	1
125	40895	post	169	1
125	40896	post	170	160
125	40900	post	114	1
125	40901	post	15	58
125	40901	post	115	158
125	40905	post	144	1
125	40924	post	109	1
125	40925	post	15	58
125	40926	post	110	158
125	40928	post	126	1
125	40965	post	144	1
125	40967	post	15	58
125	40967	post	145	158
125	40970	post	132	1
125	40989	post	126	1
125	40990	post	15	58
125	40991	post	127	158
125	40992	post	138	1
125	41014	post	174	1
125	41015	post	175	160
125	41025	post	132	1
125	41026	post	15	58
125	41027	post	134	158
125	41029	post	156	1
125	41061	post	138	1
125	41062	post	15	58
125	41062	post	139	158
125	41063	post	149	1
125	41091	post	156	1
125	41092	post	15	58
125	41093	post	157	160
125	41095	post	162	1
125	41115	post	149	1
125	41116	post	15	58
125	41116	post	150	160
125	41140	post	179	1
125	41140	post	181	160
125	41145	post	162	1
125	41146	post	15	58
125	41146	post	163	160
125	41206	post	185	1
125	41207	post	186	160
125	41269	post	191	1
125	41270	post	192	160
125	41326	post	196	1
125	41327	post	197	160
125	41397	post	201	1
125	41398	post	203	160
125	41457	post	208	1
125	41457	post	209	160
125	41470	post	169	1
125	41470	post	174	1
125	41497	post	169	1
125	41498	post	15	58
125	41499	post	170	160
125	41521	post	174	1
125	41522	post	15	58
125	41523	post	175	160
125	41546	post	215	1
125	41547	post	216	160
125	41807	post	201	1
125	41809	post	208	1
125	41838	post	201	1
125	41839	post	15	58
125	41840	post	196	1
125	41840	post	203	160
125	41882	post	208	1
125	41883	post	15	58
125	41884	post	209	160
125	41885	post	179	1
125	41916	post	196	1
125	41917	post	15	58
125	41917	post	197	160
125	41918	post	185	1
125	41958	post	179	1
125	41959	post	15	58
125	41959	post	181	160
125	41960	post	191	1
125	41982	post	185	1
125	41983	post	15	58
125	41983	post	186	160
125	41985	post	215	1
125	42011	post	191	1
125	42013	post	15	58
125	42013	post	192	160
125	42035	post	215	1
125	42037	post	15	58
125	42037	post	216	160
125	42319	post	230	1
125	42319	post	231	146
125	42454	post	235	1
125	42456	post	236	218
125	42631	post	243	1
125	42632	post	244	168
125	42844	post	230	1
125	42854	post	230	1
125	42855	post	15	58
125	42855	post	231	146
125	42984	post	243	1
125	43003	post	243	1
125	43004	post	15	58
125	43005	post	244	168
125	44170	post	10	1
125	1141818	post	235	1
125	1141818	post	236	218
125	1141821	post	15	221
