24	421
25	1030
26	684
27	815
20	791
21	421
22	815
23	438
28	657
29	600
4	684
8	816
119	660
120	684
121	438
122	420
123	422
124	791
125	14569
126	4012
127	50670745
118	1030
59	684
58	792
55	684
54	438
57	660
56	789
51	660
50	420
53	438
52	660
115	438
114	437
88	684
89	1026
111	1062
110	684
113	791
112	660
82	791
83	660
80	1062
81	422
86	422
87	684
84	438
85	684
3	437
7	421
108	660
109	660
102	437
103	422
100	422
101	438
106	684
107	422
104	422
105	815
39	684
38	660
33	660
32	19927
31	815
30	660
37	1030
36	657
35	684
34	438
60	684
61	420
62	792
63	20733
64	816
65	684
66	438
67	420
68	792
69	660
2	438
6	660
99	1030
98	421
91	422
90	1030
93	815
92	684
95	684
94	43799
97	437
96	438
11	660
10	657
13	788
12	792
15	660
14	1062
17	438
16	660
19	419
18	816
117	438
116	437
48	684
49	1062
46	660
47	422
44	1062
45	657
42	421
43	1030
40	684
41	657
1	8821320
5	568
9	684
77	660
76	789
75	660
74	792
73	660
72	422
71	438
70	438
79	437
78	660
