2	1554173	post	494	187
2	1558600	post	494	187
3	1553557	post	494	187
3	1556177	post	494	187
4	1556097	post	494	187
4	1559296	post	494	187
4	1559311	post	494	187
5	1544617	post	494	187
5	1853889	post	494	187
6	1559516	post	494	179
6	1561650	post	494	179
6	1561893	post	494	179
7	1533293	post	494	179
7	1539262	post	494	179
8	1387587	post	494	187
8	1387799	post	494	187
8	1390316	post	494	187
9	1471414	post	494	187
9	1585541	post	494	187
9	1587422	post	494	187
10	1561254	post	494	178
10	1563200	post	494	178
10	1563200	post	494	178
11	1544538	post	494	179
11	1547527	post	494	179
11	1547540	post	494	179
12	1504619	post	494	179
12	1505078	post	494	179
12	1506215	post	494	179
13	1549708	post	494	178
13	1550510	post	494	178
13	1552122	post	494	178
14	1554069	post	494	187
14	1554717	post	494	187
14	1631506	post	494	187
14	1664940	post	494	187
15	1414397	post	494	179
15	1415385	post	494	179
15	1415388	post	494	179
16	1547613	post	494	179
16	1563260	post	494	179
16	1568765	post	494	179
17	1414042	post	494	187
17	1414781	post	494	187
18	1450577	post	494	187
18	1451132	post	494	187
18	1452526	post	494	187
19	1463601	post	494	178
19	1465077	post	494	178
20	1382645	post	494	179
20	1384297	post	494	179
20	1385001	post	494	179
21	1550152	post	494	179
21	1555944	post	494	179
22	1296411	post	494	187
22	1298208	post	494	187
22	1336391	post	494	187
23	1557087	post	494	187
23	1566012	post	494	187
24	1512097	post	494	179
24	1514355	post	494	179
25	1556407	post	494	179
25	1556846	post	494	179
25	1559329	post	494	179
25	1559339	post	494	179
26	1561426	post	494	187
26	1562950	post	494	187
26	1563156	post	494	187
27	1355089	post	494	187
27	1355841	post	494	187
27	1375546	post	494	187
28	1414834	post	494	178
28	1418037	post	494	178
28	1418049	post	494	178
29	1267828	post	494	179
29	1268332	post	494	179
29	1298050	post	494	179
30	1411584	post	494	179
30	1414342	post	494	179
30	1414343	post	494	179
31	1553876	post	494	187
31	1554393	post	494	187
31	1555905	post	494	187
33	1637885	post	494	179
33	1650361	post	494	179
33	1650386	post	494	179
34	1607604	post	494	187
34	1612986	post	494	187
35	1554700	post	494	187
35	1557299	post	494	187
35	1557301	post	494	187
36	1607690	post	494	178
36	1612423	post	494	178
36	1612434	post	494	178
37	1549421	post	494	179
37	1549982	post	494	179
37	1553519	post	494	179
37	1553575	post	494	179
38	1620218	post	494	179
38	1623827	post	494	179
38	1624056	post	494	179
39	1607923	post	494	187
39	1614495	post	494	187
