1	66034	post	10	1
1	170652	post	10	1
2	1216694	post	10	1
2	1572253	post	10	1
3	1214222	post	10	1
3	1573690	post	10	1
4	1206835	post	10	1
4	1573190	post	10	1
5	1207594	post	10	1
5	1554368	post	10	1
6	1210740	post	10	1
6	1572887	post	10	1
7	1207174	post	10	1
7	1541193	post	10	1
8	1162365	post	10	1
8	1396514	post	10	1
9	1189501	post	10	1
9	1479847	post	10	1
10	1220977	post	10	1
10	1595825	post	10	1
11	1204373	post	10	1
11	1554402	post	10	1
12	1196705	post	10	1
12	1511321	post	10	1
13	1200059	post	10	1
13	1558221	post	10	1
14	1210843	post	10	1
14	1582400	post	10	1
15	1175185	post	10	1
15	1423129	post	10	1
16	1196119	post	10	1
16	1555515	post	10	1
17	1132530	post	10	1
17	1423351	post	10	1
18	1188605	post	10	1
18	1458818	post	10	1
19	1187102	post	10	1
19	1471048	post	10	1
20	1168861	post	10	1
20	1387449	post	10	1
21	1213123	post	10	1
21	1558746	post	10	1
22	1142046	post	10	1
22	1298404	post	10	1
23	1207416	post	10	1
23	1592900	post	10	1
24	1186921	post	10	1
24	1517680	post	10	1
25	1203747	post	10	1
25	1591449	post	10	1
26	1207688	post	10	1
26	1590090	post	10	1
27	1156132	post	10	1
27	1359818	post	10	1
28	1166043	post	10	1
28	1432455	post	10	1
29	1113716	post	10	1
29	1269447	post	10	1
30	1151032	post	10	1
30	1427510	post	10	1
31	1198587	post	10	1
31	1587267	post	10	1
32	1804	post	10	1
32	40391	post	10	1
33	1223419	post	10	1
33	1668797	post	10	1
34	1212723	post	10	1
34	1618398	post	10	1
35	1202682	post	10	1
35	1581207	post	10	1
36	1229118	post	10	1
36	1615885	post	10	1
37	1203926	post	10	1
37	1556997	post	10	1
38	1237440	post	10	1
38	1637065	post	10	1
39	1222177	post	10	1
39	1618470	post	10	1
40	1236089	post	10	1
40	1688353	post	10	1
41	1238604	post	10	1
41	1685027	post	10	1
42	1210337	post	10	1
42	1559827	post	10	1
43	1223282	post	10	1
43	1664589	post	10	1
44	1187627	post	10	1
44	1421801	post	10	1
45	1217967	post	10	1
45	1589143	post	10	1
46	1227377	post	10	1
46	1652567	post	10	1
47	1163438	post	10	1
47	1308831	post	10	1
48	1155227	post	10	1
48	1421855	post	10	1
49	1196963	post	10	1
49	1464219	post	10	1
50	1233003	post	10	1
50	1631352	post	10	1
51	1232646	post	10	1
51	1662573	post	10	1
52	1240795	post	10	1
52	1652088	post	10	1
53	1238894	post	10	1
53	1662208	post	10	1
54	1236739	post	10	1
54	1618542	post	10	1
55	1226362	post	10	1
55	1630745	post	10	1
56	1201598	post	10	1
56	1582310	post	10	1
57	1172148	post	10	1
57	1419097	post	10	1
58	1202504	post	10	1
58	1539805	post	10	1
59	1189698	post	10	1
59	1422011	post	10	1
60	1231668	post	10	1
60	1668885	post	10	1
61	1237505	post	10	1
61	1648683	post	10	1
62	1215968	post	10	1
62	1616591	post	10	1
63	3310	post	10	1
63	42953	post	10	1
64	1128493	post	10	1
64	1420231	post	10	1
65	1222134	post	10	1
65	1675761	post	10	1
66	1218842	post	10	1
66	1689801	post	10	1
67	1185874	post	10	1
67	1503950	post	10	1
68	1212573	post	10	1
68	1681586	post	10	1
69	1174506	post	10	1
69	1425440	post	10	1
70	1207864	post	10	1
70	1627734	post	10	1
71	1179365	post	10	1
71	1432548	post	10	1
72	1199951	post	10	1
72	1604929	post	10	1
73	1233295	post	10	1
73	1696607	post	10	1
74	1204798	post	10	1
74	1529156	post	10	1
75	1214702	post	10	1
75	1614476	post	10	1
76	1166278	post	10	1
76	1384777	post	10	1
77	1193748	post	10	1
